sample_wgts	HHID_79	nonmissing	LogWage	yearborn	black	AFQTStd	EarlyIQStd
514168	3723	0	6.502674	63	0	.2360427	
544150	3731	0	6.81608	64	0	.1755322	
514168	3732	0	6.658583	63	0	1.991175	
529068	3733	0	5.968595	64	0	-1.292947	
529068	3742	0	7.427628	64	0	-.3225834	
438557	3748	1	6.750118	62	0	.5187775	.3855757
499916	3748	1	6.878306	63	0	-.0659928	.9624349
461638	3757	1	7.506949	62	0	1.801765	1.357508
526227	3758	1	7.005037	63	0	-.0915122	-.555718
526227	3764	1	7.388471	63	0	.8166839	-.2663982
520566	3774	0	6.676836	64	0	1.38834	
438371	3780	0	7.441307	64	0	.3519063	
467596	3795	0	7.241015	64	0	.9347479	
462267	3804	0	7.023345	63	0	.784871	
462267	3810	0	7.179664	63	0	-.5329641	
489224	3815	0	7.518265	64	0	1.346364	
489224	3816	0	7.015092	64	0	1.229803	
136757	3827	0	7.113876	62	1	-1.353993	
456264	3830	0	6.547133	64	0	-.0605568	
456264	3833	0	7.093315	64	0	.1500129	
456264	3835	0	6.631039	64	0	.020053	
456264	3850	0	7.299655	64	0	-.0334141	
431124	3856	0	7.496	63	0	1.586172	
449032	3860	1	7.252987	63	0	1.33691	.7171753
449032	3863	1	7.711114	63	0	1.391933	.975015
507888	3865	0	6.606456	63	0	1.451136	
389331	3867	1	6.806725	62	0	1.045537	.4439994
389331	3871	1	6.659006	62	0	1.45615	.1789161
443803	3874	0	7.23808	63	0	.9882776	
389331	3879	1	6.123066	62	0	-.2282403	-.211843
443803	3884	0	6.943492	63	0	.4422347	
389331	3885	1	7.99687	62	0	2.377427	1.892451
469683	3885	1	7.122614	64	0	2.102592	1.997912
389331	3887	0	6.622006	62	0	2.377427	
443803	3888	1	6.945168	63	0	.5502945	-.0092698
431124	3890	0	7.595481	63	0	1.104839	
378208	3892	0	7.215509	62	0	1.391834	
431124	3895	0	7.515225	63	0	.5780801	
431124	3901	1	7.299584	63	0	2.436729	2.049065
378208	3903	0	6.951398	62	0	.4095375	
569783	3910	0	6.658239	63	0	.2867555	
431509	3920	1	6.807568	62	0	.0510787	.2704329
431509	3925	0	7.116751	62	0	1.391834	
520566	3925	0	7.272793	64	0	1.229803	
161450	3932	0	7.246216	63	1	-1.640305	
201086	3942	0	6.566176	64	1	-1.39878	
151300	3952	0	6.007243	62	1	-1.699607	
159300	3956	0	7.101286	62	1	.3303978	
536909	3961	0	7.040319	62	0	-.3342417	
536909	3963	0	6.599535	62	0	-.6877681	
536909	3964	0	7.578981	62	0	.3829321	
536988	3968	0	7.147182	62	0	1.17747	
536988	3971	0	7.741838	62	0	2.377427	
184136	3975	0	6.913379	62	1	-1.424712	
607517	3989	0	7.55464	63	0	-.5641084	
642944	3994	0	6.139726	64	0	.0725873	
538904	3999	0	7.082891	63	0	-.5641084	
549479	4009	0	6.44489	64	0	.5794513	
549479	4010	0	7.261278	64	0	.9952518	
455475	4013	0	6.77408	62	0	-1.175449	
549479	4013	0	7.050123	64	0	-.6022589	
186720	4020	1	6.804588	63	1	-.8049838	-1.494104
521654	4022	1	6.954606	63	0	-.6960399	-.402944
457627	4025	0	6.627409	62	0	-.623411	
521654	4028	0	7.455981	63	0	-.2749391	
552074	4030	0	6.984965	64	0	-1.974442	
516816	4033	0	7.153199	64	0	-.2609067	
129703	4042	0	7.578645	63	0	-.1429658	
113783	4046	0	6.274678	62	0	-1.699607	
496109	4052	0	7.348297	63	0	.5502945	
525039	4055	0	7.374447	64	0	1.578434	
496109	4058	0	7.438507	63	0	.8492281	
608898	4059	1	7.350738	63	0	1.755235	.9421472
521913	4061	1	7.606738	63	0	.4957018	.1087793
552347	4063	0	6.830934	64	0	1.432226	
119701	4067	0	6.584157	62	0	-1.289676	
190370	4069	0	6.632415	63	1	-.6284655	
189158	4071	1	6.857409	62	1	-1.175449	-1.480233
456636	4080	0	6.990875	64	0	-.8746218	
458204	4087	1	7.382068	62	0	.1012323	-.2619966
431476	4090	0	6.815124	63	0	-.3020818	
431476	4097	0	7.082722	63	0	-1.116147	
396541	4102	0	7.255747	62	0	.4095375	
452022	4106	0	7.144644	63	0	1.665155	
478381	4110	0	6.815461	64	0	-1.701843	
478381	4114	0	6.972201	64	0	.3017527	
389987	4129	1	6.796932	62	0	.2529722	-.6681177
470473	4129	0	6.535637	64	0	-1.974442	
125547	4134	0	6.820474	62	1	.0761476	
126352	4134	0	6.393817	63	1	-.5024317	
458349	4138	0	6.811699	63	0	-1.770412	
402092	4141	0	6.756141	62	0	-.0998905	
431476	4143	0	6.660632	63	0	.2613505	
496344	4155	0	6.872107	64	0	-1.123885	
411431	4156	0	7.265979	62	0	-1.424712	
468995	4157	0	6.897833	63	0	-.6618119	
476894	4161	0	6.727146	63	0	-.0405879	
456446	4172	0	7.121425	62	0	1.226066	
206537	4180	0	6.467407	63	1	-.3573175	
208405	4189	0	5.939398	64	0	-1.974442	
661596	4191	0	7.379475	63	0	1.236773	
700176	4193	0	7.4457	64	0	.5537998	
175489	4200	0	6.671909	63	1	-1.444392	
174371	4209	1	5.769346	62	1	-2.00267	-1.191724
174371	4213	0	7.308993	62	1	.8575	
600151	4216	0	6.76765	64	0	.3017527	
567082	4221	0	6.641608	63	0	-1.444392	
400998	4230	1	7.739144	62	0	.9664438	.4814682
458145	4237	0	6.775255	62	0	.202048	
410961	4241	0	7.058549	62	0	-.3073801	
410961	4244	1	7.122342	62	0	.0761476	-.2474194
410961	4246	1	7.254641	62	0	-.623411	-.2474194
125547	4270	0	7.525904	62	1	-1.123908	
443736	4284	0	7.316867	63	0	-.2480775	
443736	4288	0	7.119824	63	0	.9168025	
389272	4289	0	7.236731	62	0	1.695932	
386009	4298	0	7.778763	62	0	1.277607	
440016	4298	0	7.379689	63	0	.5780801	
414217	4302	0	6.704921	63	0	.0351115	
363376	4309	0	7.908479	62	0	.2786237	
147180	4312	0	6.417174	63	1	-1.230374	
194363	4312	0	6.210313	64	1	-.9296452	
166859	4315	0	6.139385	64	1	-.5259899	
125547	4323	0	7.35238	62	1	-1.123908	
159409	4326	0	6.188459	64	0	.9647194	
411826	4330	0	7.061081	62	0	-1.289676	
467138	4332	0	6.6453	62	0	-.1508147	
563548	4332	0	6.741316	64	0	-.3225834	
487051	4342	0	6.930089	62	0	-.3342417	
587571	4348	0	7.414435	64	0	.2766365	
587571	4349	0	6.630548	64	0	-1.701843	
444678	4382	1	6.481577	62	0	2.377427	2.064351
504146	4387	0	7.00101	62	0	2.377427	
529654	4390	0	6.961985	64	0	-.5634587	
166555	4397	1	7.061995	63	1	-1.230374	-1.211344
687918	4399	0	7.434275	64	0	.2009371	
539892	4405	0	6.821795	63	0	-.843784	
484501	4418	0	7.358412	62	0	.0761476	
552288	4421	0	6.397751	63	0	.9520025	
584494	4427	0	7.512259	64	0	-.0065525	
552288	4428	0	7.401083	63	0	1.391933	
723001	4430	0	7.094843	63	0	.6062317	
643641	4447	0	7.184855	64	0	1.346364	
583996	4459	0	6.656364	62	0	-1.075312	
407028	4466	1	7.490384	62	0	-.3342417	-.37364
491032	4466	0	6.943933	64	0	-1.202867	
407028	4468	1	7.028745	62	0	.1263486	.2426473
463006	4471	0	7.740983	63	0	1.33691	
413664	4477	0	7.249117	62	0	-.6552238	
134010	4486	0	6.747059	63	1	.1103813	
120862	4497	0	7.282282	63	0	-.01528	
106028	4500	0	6.529811	62	0	-.8268176	
127910	4500	0	7.059576	64	0	-.5634587	
106028	4502	0	6.22247	62	0	-2.275269	
119383	4506	0	6.630096	64	0	-1.39878	
452664	4509	0	7.252294	63	0	1.586172	
480505	4515	0	6.864907	64	0	.5794513	
480505	4517	0	7.324374	64	0	-.3869405	
398302	4519	0	7.68088	62	0	-.1764662	
455847	4539	0	7.114049	62	0	-.5922667	
551123	4548	0	7.483449	63	0	1.104839	
974046	4552	1	6.459712	64	0	.5537998	.582311
552125	4571	0	6.967899	63	0	-.1171637	
552125	4577	0	7.343735	63	0	-.221472	
152765	4580	0	6.814452	64	0	.8196052	
536179	4585	1	6.942835	64	0	1.267271	.6448554
424445	4609	0	6.994917	62	0	.7573813	
140598	4619	0	6.160465	64	0	-1.974442	
537783	4622	0	7.148443	64	0	-.8746218	
476541	4629	0	7.708589	62	0	.1767401	
543215	4629	0	7.536914	63	0	-.0915122	
476541	4633	0	6.700823	62	0	1.391834	
506021	4640	0	6.743071	64	0	-.4545149	
506021	4642	0	7.487575	64	0	.3268374	
551546	4648	0	6.756937	64	0	.8477567	
129396	4653	0	6.229872	64	0	.0464256	
494935	4668	0	6.89786	64	0	-.6022589	
429722	4686	0	7.43949	62	0	.6638917	
429722	4693	0	8.003584	62	0	-.1508147	
520950	4698	0	7.190133	64	0	.8763069	
492246	4701	0	7.70121	63	0	.9520025	
520950	4707	0	7.860961	64	0	.5537998	
166242	4709	0	7.551349	63	1	.1856512	
156934	4710	0	6.442605	62	1	-1.699607	
433707	4731	0	6.507915	62	0	-.7905425	
494388	4736	0	6.24415	63	0	-1.116147	
545889	4740	1	7.164702	64	0	-.1724942	-.5689989
517881	4746	0	6.084097	63	0	-1.116147	
519106	4752	0	7.102626	63	0	.2867555	
455391	4755	1	7.031422	62	0	-.049355	-.5153437
494388	4756	0	7.931058	63	0	2.436729	
494388	4760	0	6.393548	63	0	1.586172	
494388	4764	0	6.551821	63	0	.4158621	
515882	4769	0	6.889828	63	0	.0602277	
452563	4773	0	6.172776	62	0	-1.353993	
128507	4776	0	6.572632	62	0	-1.075312	
379175	4788	0	7.386323	62	0	.4635419	
432226	4793	0	7.342605	63	0	1.104839	
457431	4793	0	7.260504	64	0	.5028756	
457431	4813	0	6.950517	64	0	.2766365	
432226	4815	0	7.614597	63	0	1.665155	
371275	4828	0	7.529681	62	0	1.045537	
447901	4828	0	7.772084	64	0	1.578434	
447901	4828	0	6.851873	64	0	1.692661	
371275	4834	0	7.510087	62	0	.6944242	
371275	4840	0	6.527445	62	0	1.045537	
423221	4845	0	6.894209	63	0	.3897004	
447901	4848	0	6.357382	64	0	-1.053165	
371275	4854	0	6.980392	62	0	.4909919	
371275	4856	0	7.252875	62	0	.5469291	
423221	4859	0	6.7345	63	0	-.6960399	
423221	4859	0	6.109248	63	0	1.104839	
105890	4894	0	7.002619	62	0	.6638917	
488619	4895	0	7.300974	64	0	1.026396	
363376	4903	1	6.797268	62	0	-.9853546	-.637179
460289	4907	1	6.985415	64	0	-.2609067	-.0308745
414217	4912	0	7.188342	63	0	.9520025	
438371	4912	0	6.840219	64	0	.2009371	
120325	4923	1	6.117761	63	0	-1.01601	-.8345034
108293	4935	1	6.809484	63	0	-1.770412	-2.483805
108293	4940	1	6.482254	63	0	-1.116147	-.188275
114608	4942	1	6.73945	64	0	-.8230805	-.4636612
460097	4961	0	7.040235	62	0	.3829321	
460097	4963	0	7.41709	62	0	.2529722	
555055	4964	0	6.690553	64	0	.6312254	
546219	4982	0	6.594904	63	0	-.767515	
500653	4984	0	6.526967	63	0	-1.534472	
539073	4997	0	6.783096	62	0	.6044635	
614496	5003	0	7.170006	63	0	.1103813	
614496	5006	0	7.425613	63	0	2.436729	
429505	5009	0	7.27559	62	0	2.377427	
518149	5012	0	6.448614	64	0	1.229803	
489599	5022	0	7.176054	63	0	.7231943	
429505	5027	0	6.710351	62	0	.2529722	
489599	5030	0	6.881898	63	0	.0602277	
489599	5039	0	7.0084	63	0	.2867555	
509346	5049	0	7.004197	64	0	.5537998	
512756	5058	0	6.43976	63	0	-.4430034	
419088	5067	0	7.65432	62	0	.1767401	
156934	5070	0	6.734825	62	1	-.7211145	
157940	5073	0	6.422082	63	1	-.843784	
156934	5076	0	6.519895	62	1	-.6877681	
530073	5082	0	6.331932	63	0	-1.640305	
503600	5092	0	7.404355	63	0	.5228444	
503600	5095	0	6.371889	63	0	.8825745	
493035	5106	0	6.862509	63	0	-.8049838	
432520	5109	0	7.217518	62	0	-.7211145	
524377	5129	0	6.562235	63	0	.8492281	
460015	5130	0	5.695856	62	0	-.9433792	
452097	5145	0	6.588271	62	0	-1.503695	
452097	5149	0	7.307814	62	0	.3829321	
421904	5161	0	7.109745	62	0	-.1252954	
508978	5166	0	7.716735	64	0	1.827697	
421904	5173	0	7.322937	62	0	.5469291	
591552	5184	0	6.987443	64	0	-.4545149	
591552	5184	0	6.750124	64	0	1.193528	
591552	5191	0	7.105772	64	0	.5282805	
128165	5197	0	7.602527	63	0	.3379263	
498149	5205	1	6.601665	64	0	.6837597	.9446282
498149	5211	0	6.675568	64	0	-.8230805	
363376	5215	0	6.640727	62	0	-1.123908	
363376	5230	1	6.377676	62	0	-.9853546	-.446887
438371	5235	0	7.02813	64	0	-.9888486	
414217	5237	0	7.021342	63	0	.3379263	
438371	5238	0	6.434569	64	0	-.684527	
399631	5248	0	7.000623	62	0	.0510787	
482109	5248	0	6.906121	64	0	1.026396	
378517	5251	0	6.792524	62	0	-.254402	
456636	5254	0	7.363338	64	0	.020053	
434880	5266	0	7.856529	63	0	-.01528	
478548	5269	0	6.86587	62	0	-1.075312	
126362	5277	0	6.812887	64	0	-.4202869	
400645	5288	0	6.979117	62	0	-1.075312	
400645	5296	0	6.795768	62	0	-1.029241	
483332	5300	0	7.442235	64	0	.0985592	
483332	5306	0	6.325703	64	0	-.3869405	
497547	5312	0	6.273252	64	0	-.6425515	
497547	5313	0	7.144028	64	0	.0985592	
412429	5315	0	7.249272	62	0	.8927	
412429	5318	0	6.266478	62	0	.928975	
426444	5335	0	6.96319	62	0	-.5317628	
486108	5340	0	7.400702	63	0	.5502945	
486108	5343	0	6.348878	63	0	-.0405879	
426444	5345	0	6.801095	62	0	.1263486	
426444	5347	0	7.045045	62	0	-.2022684	
514455	5347	0	7.695467	64	0	.7643695	
369865	5356	0	7.040697	62	0	.2529722	
446199	5356	0	6.673764	64	0	-.5259899	
110227	5358	0	7.429159	63	0	.6062317	
369865	5362	0	6.421661	62	0	-.7905425	
446199	5362	0	6.368337	64	0	-.7284129	
369865	5394	0	6.509806	62	0	.3303978	
446199	5394	0	6.422879	64	0	.3268374	
421613	5397	0	7.314898	63	0	.6347818	
369865	5399	0	6.173348	62	0	.1767401	
369865	5405	0	6.355604	62	0	.0761476	
421613	5407	0	7.355657	63	0	-.969938	
369865	5410	0	7.039142	62	0	.7573813	
110227	5416	0	7.393292	63	0	.1605349	
369865	5419	0	7.372125	62	0	1.17747	
369865	5437	0	7.502562	62	0	1.605852	
446199	5437	0	6.685203	64	0	1.432226	
115061	5444	0	6.183118	63	0	-.8840766	
386087	5446	0	6.117402	62	0	-1.593775	
465770	5448	1	7.12326	64	0	-1.292947	-.5689989
100939	5450	0	7.112378	62	0	-.4733218	
465770	5456	0	7.089753	64	0	-1.053165	
121771	5461	0	6.894007	64	0	-1.701843	
115061	5462	0	6.721014	63	0	-.8049838	
100939	5468	0	5.896401	62	0	-1.699607	
386087	5490	0	7.207561	62	0	-.1764662	
397443	5493	0	6.726038	62	0	-.0745826	
479469	5500	0	6.859368	64	0	.226245	
453050	5501	0	6.950329	63	0	-.6960399	
145779	5504	1	7.244152	63	0	.7231943	.2896639
485266	5511	0	6.763885	63	0	.1856512	
479469	5514	0	6.547544	64	0	.020053	
125547	5516	0	6.958835	62	1	-2.00267	
397443	5519	1	6.391746	62	0	-1.829715	-.4929589
103907	5520	0	6.745752	62	0	-1.175449	
413316	5534	1	6.73158	62	0	-.9853546	-1.701528
471145	5534	0	6.677257	63	0	-1.770412	
131399	5536	0	6.641685	63	1	-1.116147	
173523	5536	0	6.429992	64	1	.6837597	
471145	5540	0	7.103758	63	0	-.3573175	
476894	5552	0	6.779814	63	0	-.0915122	
131950	5556	0	6.705691	64	0	-1.053165	
454220	5558	0	6.823882	62	0	-2.275269	
602761	5569	0	6.357433	64	0	-.0334141	
383564	5579	0	7.192618	62	0	-.0745826	
437229	5579	0	6.858635	63	0	-.4430034	
437229	5585	0	6.92496	63	0	-.8049838	
473341	5598	0	6.80792	64	0	-.0334141	
470701	5606	0	6.796194	63	0	-.6284655	
180208	5611	0	6.215162	64	1	-1.053165	
136460	5612	0	6.240852	63	1	-2.215966	
498149	5620	0	6.772408	64	0	.020053	
498149	5620	0	6.759022	64	0	-.2609067	
412927	5625	0	6.980524	62	0	.2274529	
180208	5629	0	6.324778	64	1	-1.292947	
180208	5630	0	6.260732	64	1	-1.39878	
136460	5632	0	6.884875	63	1	-1.116147	
180208	5634	0	6.383454	64	1	-1.292947	
135591	5636	0	6.940676	62	1	-1.424712	
455638	5670	0	6.705231	63	0	.7537267	
574056	5677	0	7.400428	64	0	.2009371	
502648	5694	0	7.085721	63	0	-.0659928	
138473	5710	0	6.841997	64	0	.0464256	
163984	5893	0	6.936778	63	1	-.01528	
216555	5898	0	6.725523	64	1	-.3225834	
176138	5916	0	6.879236	63	1	-.926052	
232605	5918	0	6.985175	64	1	-1.39878	
175016	5920	0	6.745466	62	1	-2.275269	
177204	5928	0	6.374487	62	1	-.7211145	
221009	5931	0	6.921758	63	1	-1.29469	
276094	5937	0	7.159674	64	1	.0464256	
100651	5940	0	7.61387	63	1	-.3573175	
90277	5958	0	6.678695	62	1	-1.503695	
90277	5960	0	6.632558	62	1	-2.00267	
119982	5960	0	6.788704	64	1	-1.292947	
152565	5989	0	6.763278	64	1	.3769752	
177178	6000	0	6.585984	62	1	-1.829715	
198127	6005	0	6.248362	63	1	-.926052	
198127	6008	0	6.269754	63	1	.3122748	
191961	6013	0	6.938643	63	1	-.385469	
253501	6013	0	6.21182	64	1	-.9888486	
247980	6033	0	6.242207	64	1	-.684527	
108929	6040	0	6.334158	62	1	.3303978	
183566	6048	1	6.380922	62	1	-2.275269	-1.543548
243969	6048	0	6.449314	64	1	-1.528887	
243969	6052	0	6.314983	64	1	-.7744848	
176015	6061	0	6.411793	63	1	-.3573175	
222064	6067	0	7.220367	63	1	-1.444392	
222064	6070	0	7.052059	63	1	.1605349	
222064	6073	0	6.677169	63	1	-.8049838	
293254	6076	0	6.22897	64	1	-1.974442	
82685	6084	0	6.534229	63	1	-2.215966	
109192	6087	0	6.34614	64	1	-1.123885	
82685	6089	0	6.383355	63	1	-2.215966	
82685	6090	0	6.907755	63	1	-2.215966	
164038	6092	0	6.625521	62	1	-.9433792	
165090	6092	0	6.675703	63	1	-.01528	
218016	6095	0	7.026427	64	1	-.9888486	
154389	6096	0	6.242207	62	1	-2.00267	
173688	6111	0	6.772328	62	1	-2.275269	
174801	6111	0	5.916543	63	1	-2.215966	
104262	6125	0	7.700138	63	1	-.1171637	
245233	6130	0	7.192055	64	1	-1.202867	
91641	6133	0	6.548195	62	1	-.7211145	
92228	6133	0	6.433354	63	1	-1.064605	
121796	6133	0	6.875381	64	1	-.684527	
121796	6139	0	6.636155	64	1	-.7744848	
183052	6145	0	6.66159	62	1	-2.275269	
153764	6156	0	6.380548	62	1	-.6552238	
171944	6162	0	6.995279	63	1	-1.17117	
170849	6165	0	6.993614	62	1	-.502306	
160327	6166	0	5.731226	62	1	-1.289676	
160327	6170	0	6.326784	62	1	-.1508147	
161355	6185	0	6.482296	63	1	-.3295318	
149109	6198	0	5.703783	62	1	-.7211145	
188995	6206	0	7.499535	63	1	-1.116147	
84486	6215	0	6.806807	62	1	-1.289676	
84486	6218	0	6.546691	62	1	-.623411	
171405	6220	0	6.46454	63	1	-1.943367	
307479	6240	0	7.013588	64	1	-1.202867	
307479	6247	0	6.514289	64	1	-.9296452	
307343	6250	0	6.684612	63	1	-1.17117	
305385	6252	1	6.806711	62	1	-.5617343	-.3779746
170689	6278	0	6.438491	63	1	-1.36541	
75146	6286	0	6.65856	62	1	-.4166201	
156465	6291	0	6.39693	63	1	-1.770412	
83402	6299	0	6.876505	62	1	.0009251	
83402	6309	0	5.839319	62	1	-1.699607	
83402	6313	0	6.857278	62	1	-.7553425	
159363	6339	0	6.536244	63	1	-1.29469	
210453	6339	0	6.184898	64	1	-1.974442	
182129	6346	0	6.997751	63	1	-.926052	
240517	6346	0	6.380579	64	1	-1.123885	
74972	6352	0	6.246932	63	1	-1.444392	
88769	6358	0	6.216125	64	1	-.9888486	
75565	6401	0	6.69329	63	1	-.5024317	
77608	6402	0	6.445956	63	1	.3122748	
82875	6411	0	6.880511	63	1	.9168025	
82875	6414	0	6.331581	63	1	-1.943367	
109443	6418	0	6.525711	64	1	-1.701843	
154668	6432	0	6.922612	63	1	-1.943367	
167620	6440	0	7.069315	62	1	-1.029241	
219002	6448	0	6.323106	64	1	-1.39878	
165837	6452	1	6.848505	63	1	-1.444392	-1.073402
219002	6461	0	6.662476	64	1	-.3869405	
70790	6467	0	7.168642	63	1	-.5024317	
81105	6475	0	6.236337	62	1	-1.829715	
81625	6475	0	6.275082	63	1	-.6618119	
107792	6475	0	6.288042	64	1	-1.974442	
107792	6482	0	6.101894	64	1	-.6425515	
81108	6492	0	6.081586	63	1	-1.640305	
81108	6503	1	6.79571	63	1	-.1950995	.1222958
248222	6506	0	6.521954	62	1	-.4166201	
65898	6513	0	7.022328	62	1	-1.353993	
65898	6516	0	6.706808	62	1	-.7553425	
67501	6575	0	6.331502	63	1	-.4430034	
93428	6593	0	6.344543	64	1	-.7744848	
70297	6594	0	6.619984	62	1	-.9853546	
70297	6597	0	7.876722	62	1	.9664438	
74685	6598	0	6.496907	63	1	-1.116147	
74209	6603	0	6.052089	62	1	-.8268176	
111892	6617	0	7.41659	64	1	.4271762	
260235	6650	0	6.811488	64	1	-.1157925	
68241	6670	0	6.952236	63	1	-1.29469	
67807	6677	0	6.679767	62	1	-1.424712	
165225	6698	0	6.719851	63	1	-.1689377	
123917	6720	0	6.864202	62	1	-1.699607	
141226	6728	0	6.634568	62	1	-.623411	
187697	6728	0	6.581316	64	1	-.1157925	
142132	6731	0	7.016974	63	1	-.4430034	
378815	6759	0	6.57315	64	1	-1.701843	
378815	6760	0	6.727546	64	1	-1.123885	
150197	6761	0	6.858778	62	1	-2.275269	
171015	6769	0	7.164758	62	1	-.8642864	
124880	6819	0	7.028936	64	1	-.8230805	
199518	6837	0	7.231481	62	1	-.502306	
235592	6839	0	6.275254	64	1	-.2309352	
178141	6844	0	7.231274	62	1	.4095375	
179283	6849	0	7.364092	63	1	.8825745	
181207	6859	0	6.705555	63	1	-.0915122	
180052	6859	0	6.688627	62	1	-.4166201	
180052	6863	0	6.726995	62	1	-.3342417	
180052	6865	0	6.836085	62	1	-.3073801	
181207	6868	0	7.336648	63	1	-1.064605	
105794	6881	1	7.028411	64	1	-.6425515	-.962957
259481	6897	0	7.312925	64	1	-.4202869	
196489	6897	0	6.466322	63	1	-1.17117	
268913	6902	0	6.610838	62	1	-.6552238	
270637	6903	0	7.34672	63	1	-2.215966	
270637	6909	0	6.501196	63	1	-.843784	
270637	6912	0	7.173804	63	1	-1.444392	
218269	6946	0	6.445751	64	1	-1.202867	
81891	6969	0	6.320647	63	1	-.6284655	
178141	6971	0	6.580492	62	1	-1.699607	
150567	6996	0	7.14427	63	1	.0351115	
150567	6998	0	6.872818	63	1	-.221472	
142513	7003	0	6.340308	62	1	-.254402	
189407	7003	0	7.055886	64	1	-.4545149	
66972	7008	0	6.610349	63	1	-.5024317	
115424	7069	0	6.774217	64	1	-.9296452	
87404	7078	0	6.329567	63	1	-1.01601	
115424	7078	0	6.109248	64	1	.2009371	
115424	7083	0	6.209622	64	1	-1.701843	
195324	7103	0	6.949724	64	1	-.143944	
142513	7114	0	6.39693	62	1	.7899256	
189407	7119	0	7.443377	64	1	1.633458	
143427	7125	0	7.32602	63	1	-.767515	
153671	7139	0	8.249818	63	1	-1.01601	
278328	7151	0	7.285092	63	1	-.926052	
364244	7165	0	7.299805	64	1	-.6022589	
112358	7170	0	6.580577	62	1	-1.075312	
237148	7185	0	7.520414	62	1	1.045537	
159083	7187	0	6.363709	62	1	-1.175449	
211430	7187	0	6.3769	64	1	-1.053165	
160103	7189	0	6.058223	63	1	-.926052	
92644	7225	0	6.435429	62	1	-.502306	
159573	7260	0	6.287879	64	1	-.7744848	
117959	7264	0	6.721374	63	1	-.6284655	
117207	7266	0	6.558156	62	1	-.8268176	
117959	7267	0	7.203964	63	1	-1.230374	
234664	7275	0	6.497304	63	1	-.7312399	
233169	7278	0	6.485926	62	1	-.8268176	
173528	7300	0	6.465995	63	1	-1.534472	
284111	7317	0	6.321297	64	1	.3268374	
215140	7319	0	6.959478	63	1	-1.534472	
175299	7325	0	6.353842	63	1	-1.943367	
178141	7368	1	7.636755	62	1	.7899256	.4054966
179283	7368	0	7.498689	63	1	1.755235	
236759	7371	0	7.629031	64	1	-.0880068	
178141	7377	0	6.296593	62	1	-2.275269	
236759	7381	0	6.67154	64	1	-1.053165	
186186	7386	0	6.649465	62	1	-.0745826	
247452	7399	0	6.977056	64	1	1.090753	
187380	7400	0	7.051064	63	1	.0099476	
161355	7403	1	6.531836	63	1	-2.215966	-2.5389
247958	7434	0	6.538126	62	1	-1.029241	
83946	7455	0	6.898885	63	1	-1.943367	
179450	7458	0	6.295593	62	1	-1.699607	
171727	7465	1	6.598319	63	1	-1.640305	-2.756404
226780	7469	1	7.157776	64	1	-1.39878	-.1063822
233885	7482	0	7.071321	62	1	-1.123908	
235384	7482	0	7.489851	63	1	-1.17117	
310845	7482	0	6.974644	64	1	-.3225834	
310845	7491	0	6.945519	64	1	-.0334141	
235384	7493	0	6.668768	63	1	-.6618119	
164660	7505	0	6.6706	62	1	-1.289676	
161355	7517	0	6.491857	63	1	-1.36541	
160327	7521	0	6.720022	62	1	-.6877681	
161355	7521	0	6.399199	63	1	-.6960399	
160327	7526	0	6.521599	62	1	-1.593775	
192986	7547	0	6.917362	62	1	-2.275269	
192986	7548	0	6.841098	62	1	-2.275269	
192986	7552	0	7.517265	62	1	2.104828	
220975	7566	0	6.50129	64	1	-.2609067	
166265	7582	0	6.565857	62	1	-1.353993	
189407	7613	0	6.315969	64	1	.1755322	
212724	7625	0	6.032149	64	1	-1.39878	
62624	7633	1	6.711829	62	1	-.5317628	-1.311793
147994	7637	0	7.575943	62	1	-.2807746	
198723	7661	0	6.612817	64	1	-.0605568	
198723	7664	0	7.299203	64	1	-.4897149	
198723	7668	1	6.044677	64	1	-.6425515	-1.176459
198723	7675	0	6.591675	64	1	-1.053165	
150480	7676	0	6.292741	63	1	.7231943	
149522	7680	0	6.277553	62	1	-1.424712	
274854	7688	0	7.265959	64	1	-.1157925	
189407	7694	0	6.534182	64	1	-1.701843	
142513	7697	0	6.976449	62	1	-.2807746	
143427	7697	0	7.176108	63	1	-.3573175	
78805	7699	0	6.556399	62	1	-1.230473	
111918	7709	0	6.515646	64	1	-.9296452	
84748	7712	0	6.294586	63	1	-1.01601	
111918	7712	0	6.262555	64	1	-1.292947	
307757	7800	0	7.249629	64	1	-.2609067	
231561	7801	0	6.382685	62	1	-2.275269	
147469	7810	0	6.340611	62	1	-.7553425	
159363	7839	0	6.05774	63	1	-2.215966	
168244	7847	0	6.568927	62	1	-1.699607	
110900	7856	0	6.890827	64	1	-.3543963	
110900	7858	0	6.795607	64	1	-1.292947	
110900	7858	0	6.817276	64	1	-.9296452	
78924	7937	0	6.040546	62	1	-1.699607	
99994	8038	0	7.356479	64	1	1.026396	
273269	8040	0	7.320601	63	1	-.5641084	
271528	8043	0	7.704628	62	1	-.049355	
273269	8050	0	6.475403	63	1	-.8049838	
145591	8077	0	7.608457	64	1	-.2609067	
121104	8186	0	6.730036	63	1	-2.215966	
77111	8239	0	7.573236	62	1	-.0998905	
102485	8240	0	7.35033	64	1	-.684527	
77111	8240	0	7.30356	62	1	-.3342417	
77111	8244	0	7.615152	62	1	-1.029241	
74932	8253	0	6.451119	63	1	-1.770412	
98955	8253	0	6.745236	64	1	-.684527	
168424	8414	0	6.567639	62	1	-.9030865	
78711	8420	0	6.76917	63	1	-.5959213	
