sample_wgts	HHID_79	AvgHourlyWages_90to93	LogWage	yearborn	black	AFQT_Adj1
538904	3999	1191.408	7.082891	63	0	25
549479	4009	629.4777	6.44489	64	0	59
549479	4010	1424.075	7.261278	64	0	74
455475	4013	874.8738	6.77408	62	0	11
549479	4013	1153	7.050123	64	0	17
186720	4020	901.9763	6.804588	63	1	18
521654	4022	1047.965	6.954606	63	0	21
457627	4025	755.5225	6.627409	62	0	25
521654	4028	1730.181	7.455981	63	0	35
552074	4030	1080.269	6.984965	64	0	1
516816	4033	1278.188	7.153199	64	0	27
129703	4042	1955.976	7.578645	63	0	40
113783	4046	530.9551	6.274678	62	0	4
496109	4052	1553.548	7.348297	63	0	67
525039	4055	1594.71	7.374447	64	0	89
496109	4058	1700.21	7.438507	63	0	77
608898	4059	1557.345	7.350738	63	0	95
521913	4061	2011.706	7.606738	63	0	65
552347	4063	926.0549	6.830934	64	0	86
119701	4067	723.5407	6.584157	62	0	9
190370	4069	759.3136	6.632415	63	1	23
189158	4071	950.8994	6.857409	62	1	11
456636	4080	1086.672	6.990875	64	0	11
458204	4087	1606.909	7.382068	62	0	52
431476	4090	911.5298	6.815124	63	0	34
431476	4097	1191.206	7.082722	63	0	11
396541	4102	1416.221	7.255747	62	0	64
452022	4106	1267.3	7.144644	63	0	94
478381	4110	911.8364	6.815461	64	0	2
478381	4114	1066.568	6.972201	64	0	48
389987	4129	895.0966	6.796932	62	0	58
470473	4129	689.2729	6.535637	64	0	1
125547	4134	916.4188	6.820474	62	1	51
126352	4134	598.1356	6.393817	63	1	27
458349	4138	908.413	6.811699	63	0	3
402092	4141	859.3195	6.756141	62	0	44
431476	4143	781.0446	6.660632	63	0	56
496344	4155	964.9795	6.872107	64	0	7
411431	4156	1430.786	7.265979	62	0	7
468995	4157	990.1266	6.897833	63	0	22
476894	4161	834.7614	6.727146	63	0	44
456446	4172	1238.214	7.121425	62	0	88
206537	4180	643.8124	6.467407	63	1	32
208405	4189	379.7064	5.939398	64	0	1
661596	4191	1602.748	7.379475	63	0	87
700176	4193	1712.484	7.4457	64	0	58
175489	4200	789.9023	6.671909	63	1	6
174371	4209	320.3282	5.769346	62	1	2
174371	4213	1493.672	7.308993	62	1	79
600151	4216	869.2662	6.76765	64	0	48
567082	4221	766.3262	6.641608	63	0	6
400998	4230	2296.505	7.739144	62	0	82
458145	4237	875.9026	6.775255	62	0	56
410961	4241	1162.757	7.058549	62	0	36
410961	4244	1239.349	7.122342	62	0	51
410961	4246	1414.654	7.254641	62	0	25
125547	4270	1855.49	7.525904	62	1	12
443736	4284	1505.481	7.316867	63	0	36
443736	4288	1236.233	7.119824	63	0	79
389272	4289	1389.544	7.236731	62	0	95
386009	4298	2389.316	7.778763	62	0	89
440016	4298	1603.092	7.379689	63	0	68
414217	4302	816.4139	6.704921	63	0	47
363376	4309	2720.25	7.908479	62	0	59
147180	4312	612.2706	6.417174	63	1	9
194363	4312	497.8572	6.210313	64	1	10
166859	4315	463.7681	6.139385	64	1	19
125547	4323	1559.905	7.35238	62	1	12
159409	4326	487.0951	6.188459	64	0	73
411826	4330	1165.705	7.061081	62	0	9
467138	4332	769.1607	6.6453	62	0	42
563548	4332	846.674	6.741316	64	0	25
487051	4342	1022.585	6.930089	62	0	35
587571	4348	1659.771	7.414435	64	0	47
587571	4349	757.8972	6.630548	64	0	2
444678	4382	653	6.481577	62	0	99
504146	4387	1097.741	7.00101	62	0	99
529654	4390	1055.727	6.961985	64	0	18
166555	4397	1166.77	7.061995	63	1	9
687918	4399	1693.03	7.434275	64	0	44
539892	4405	917.6301	6.821795	63	0	17
484501	4418	1569.342	7.358412	62	0	51
552288	4421	600.4928	6.397751	63	0	80
584494	4427	1830.344	7.512259	64	0	36
552288	4428	1637.758	7.401083	63	0	90
723001	4430	1205.734	7.094843	63	0	69
643641	4447	1319.298	7.184855	64	0	84
583996	4459	777.7182	6.656364	62	0	13
407028	4466	1790.739	7.490384	62	0	35
491032	4466	1036.84	6.943933	64	0	6
407028	4468	1128.614	7.028745	62	0	53
463006	4471	2300.732	7.740983	63	0	89
413664	4477	1406.862	7.249117	62	0	24
134010	4486	851.551	6.747059	63	1	50
120862	4497	1454.303	7.282282	63	0	45
106028	4500	685.269	6.529811	62	0	19
127910	4500	1163.951	7.059576	64	0	18
106028	4502	503.9464	6.22247	62	0	1
119383	4506	757.5549	6.630096	64	0	4
452664	4509	1411.338	7.252294	63	0	93
480505	4515	958.057	6.864907	64	0	59
480505	4517	1516.824	7.324374	64	0	23
398302	4519	2166.525	7.68088	62	0	41
455847	4539	1229.115	7.114049	62	0	26
551123	4548	1778.363	7.483449	63	0	84
974046	4552	638.877	6.459712	64	0	58
552125	4571	1061.99	6.967899	63	0	41
552125	4577	1546.478	7.343735	63	0	37
152765	4580	910.9171	6.814452	64	0	68
536179	4585	1035.703	6.942835	64	0	82
424445	4609	1091.073	6.994917	62	0	76
140598	4619	473.6483	6.160465	64	0	1
537783	4622	1272.124	7.148443	64	0	11
476541	4629	2227.397	7.708589	62	0	55
543215	4629	1876.032	7.536914	63	0	42
476541	4633	813.0746	6.700823	62	0	91
506021	4640	848.1615	6.743071	64	0	21
506021	4642	1785.717	7.487575	64	0	49
551546	4648	860.0034	6.756937	64	0	69
129396	4653	507.6906	6.229872	64	0	38
494935	4668	990.1533	6.89786	64	0	17
429722	4686	1701.882	7.43949	62	0	73
429722	4693	2991.661	8.003584	62	0	42
520950	4698	1326.279	7.190133	64	0	70
492246	4701	2211.021	7.70121	63	0	80
520950	4707	2594.013	7.860961	64	0	58
166242	4709	1903.308	7.551349	63	1	53
156934	4710	628.0408	6.442605	62	1	4
433707	4731	670.4271	6.507915	62	0	20
494388	4736	514.9913	6.24415	63	0	11
545889	4740	1292.977	7.164702	64	0	30
517881	4746	438.8235	6.084097	63	0	11
519106	4752	1215.154	7.102626	63	0	57
455391	4755	1131.638	7.031422	62	0	46
494388	4756	2782.37	7.931058	63	0	99
494388	4760	597.9747	6.393548	63	0	93
494388	4764	700.5187	6.551821	63	0	62
515882	4769	982.2322	6.889828	63	0	48
452563	4773	479.5153	6.172776	62	0	8
128507	4776	715.2501	6.572632	62	0	13
379175	4788	1613.761	7.386323	62	0	66
432226	4793	1544.73	7.342605	63	0	84
457431	4793	1422.973	7.260504	64	0	56
457431	4813	1043.689	6.950517	64	0	47
432226	4815	2027.577	7.614597	63	0	94
371275	4828	1862.511	7.529681	62	0	84
447901	4828	2373.412	7.772084	64	0	89
447901	4828	945.6503	6.851873	64	0	91
371275	4834	1826.371	7.510087	62	0	74
371275	4840	683.6493	6.527445	62	0	84
423221	4845	986.5449	6.894209	63	0	61
447901	4848	576.7344	6.357382	64	0	8
371275	4854	1075.339	6.980392	62	0	67
371275	4856	1412.159	7.252875	62	0	69
423221	4859	840.9229	6.7345	63	0	21
423221	4859	450	6.109248	63	0	84
105890	4894	1099.509	7.002619	62	0	73
488619	4895	1481.743	7.300974	64	0	75
363376	4903	895.3977	6.797268	62	0	15
460289	4907	1080.755	6.985415	64	0	27
414217	4912	1323.906	7.188342	63	0	80
438371	4912	934.6934	6.840219	64	0	44
120325	4923	453.8472	6.117761	63	0	13
108293	4935	906.4023	6.809484	63	0	3
108293	4940	653.4417	6.482254	63	0	11
114608	4942	845.0955	6.73945	64	0	12
460097	4961	1141.656	7.040235	62	0	63
460097	4963	1664.184	7.41709	62	0	58
555055	4964	804.7674	6.690553	64	0	61
546219	4982	731.359	6.594904	63	0	19
500653	4984	683.3222	6.526967	63	0	5
539073	4997	882.798	6.783096	62	0	71
614496	5003	1299.853	7.170006	63	0	50
614496	5006	1678.428	7.425613	63	0	99
429505	5009	1444.603	7.27559	62	0	99
518149	5012	631.8258	6.448614	64	0	81
489599	5022	1307.737	7.176054	63	0	73
429505	5027	820.8589	6.710351	62	0	58
489599	5030	974.4744	6.881898	63	0	48
489599	5039	1105.884	7.0084	63	0	57
509346	5049	1101.245	7.004197	64	0	58
512756	5058	626.2562	6.43976	63	0	29
419088	5067	2109.74	7.65432	62	0	55
156934	5070	841.1959	6.734825	62	1	22
157940	5073	615.2829	6.422082	63	1	17
156934	5076	678.5071	6.519895	62	1	23
530073	5082	562.2415	6.331932	63	0	4
503600	5092	1643.124	7.404355	63	0	66
503600	5095	585.162	6.371889	63	0	78
493035	5106	955.762	6.862509	63	0	18
432520	5109	1363.102	7.217518	62	0	22
524377	5129	707.8518	6.562235	63	0	77
460015	5130	297.6315	5.695856	62	0	16
452097	5145	726.5233	6.588271	62	0	6
452097	5149	1491.912	7.307814	62	0	63
421904	5161	1223.835	7.109745	62	0	43
508978	5166	2245.616	7.716735	64	0	93
421904	5173	1514.645	7.322937	62	0	69
591552	5184	1082.949	6.987443	64	0	21
591552	5184	854.165	6.750124	64	0	80
591552	5191	1218.983	7.105772	64	0	57
128165	5197	2003.251	7.602527	63	0	59
498149	5205	736.3198	6.601665	64	0	63
498149	5211	792.7977	6.675568	64	0	12
363376	5215	765.6509	6.640727	62	0	12
363376	5230	588.5582	6.377676	62	0	15
438371	5235	1127.919	7.02813	64	0	9
414217	5237	1120.289	7.021342	63	0	59
438371	5238	623.0143	6.434569	64	0	15
399631	5248	1097.317	7.000623	62	0	50
482109	5248	998.3668	6.906121	64	0	75
378517	5251	891.1602	6.792524	62	0	38
456636	5254	1577.091	7.363338	64	0	37
434880	5266	2582.54	7.856529	63	0	45
478548	5269	958.98	6.86587	62	0	13
126362	5277	909.493	6.812887	64	0	22
400645	5288	1073.97	6.979117	62	0	13
400645	5296	894.056	6.795768	62	0	14
483332	5300	1706.56	7.442235	64	0	40
483332	5306	558.7506	6.325703	64	0	23
497547	5312	530.1986	6.273252	64	0	16
497547	5313	1266.52	7.144028	64	0	40
412429	5315	1407.08	7.249272	62	0	80
412429	5318	526.6194	6.266478	62	0	81
426444	5335	1057	6.96319	62	0	28
486108	5340	1637.134	7.400702	63	0	67
486108	5343	571.8508	6.348878	63	0	44
426444	5345	898.8314	6.801095	62	0	53
426444	5347	1147.16	7.045045	62	0	40
514455	5347	2198.36	7.695467	64	0	66
369865	5356	1142.183	7.040697	62	0	58
446199	5356	791.3688	6.673764	64	0	19
110227	5358	1684.39	7.429159	63	0	69
369865	5362	615.0237	6.421661	62	0	20
446199	5362	583.0875	6.368337	64	0	14
369865	5394	671.6957	6.509806	62	0	61
446199	5394	615.7733	6.422879	64	0	49
421613	5397	1502.519	7.314898	63	0	70
369865	5399	479.7897	6.173348	62	0	55
369865	5405	575.7097	6.355604	62	0	51
421613	5407	1565.025	7.355657	63	0	14
369865	5410	1140.408	7.039142	62	0	76
110227	5416	1625.047	7.393292	63	0	52
369865	5419	1591.011	7.372125	62	0	87
369865	5437	1812.68	7.502562	62	0	94
446199	5437	800.473	6.685203	64	0	86
115061	5444	484.5002	6.183118	63	0	16
386087	5446	453.6843	6.117402	62	0	5
465770	5448	1240.489	7.12326	64	0	5
100939	5450	1227.062	7.112378	62	0	30
465770	5456	1199.611	7.089753	64	0	8
121771	5461	986.3456	6.894007	64	0	2
115061	5462	829.6586	6.721014	63	0	18
100939	5468	363.7262	5.896401	62	0	4
386087	5490	1349.597	7.207561	62	0	41
397443	5493	833.837	6.726038	62	0	45
479469	5500	952.7651	6.859368	64	0	45
453050	5501	1043.493	6.950329	63	0	21
145779	5504	1399.894	7.244152	63	0	73
485266	5511	866	6.763885	63	0	53
479469	5514	697.5285	6.547544	64	0	37
125547	5516	1052.406	6.958835	62	1	2
397443	5519	596.8978	6.391746	62	0	3
103907	5520	850.4384	6.745752	62	0	11
413316	5534	838.4711	6.73158	62	0	15
471145	5534	794.1376	6.677257	63	0	3
131399	5536	766.3857	6.641685	63	1	11
173523	5536	620.169	6.429992	64	1	63
471145	5540	1216.53	7.103758	63	0	32
476894	5552	879.9052	6.779814	63	0	42
131950	5556	817.0422	6.705691	64	0	8
454220	5558	919.5473	6.823882	62	0	1
602761	5569	576.7641	6.357433	64	0	35
383564	5579	1329.579	7.192618	62	0	45
437229	5579	952.0665	6.858635	63	0	29
437229	5585	1017.354	6.92496	63	0	18
473341	5598	904.9864	6.80792	64	0	35
470701	5606	894.4363	6.796194	63	0	23
180208	5611	500.2769	6.215162	64	1	8
136460	5612	513.2955	6.240852	63	1	1
498149	5620	873.4124	6.772408	64	0	37
498149	5620	861.799	6.759022	64	0	27
412927	5625	1075.482	6.980524	62	0	57
180208	5629	558.2335	6.324778	64	1	5
180208	5630	523.6021	6.260732	64	1	4
136460	5632	977.3791	6.884875	63	1	11
180208	5634	591.9691	6.383454	64	1	5
135591	5636	1033.468	6.940676	62	1	7
455638	5670	816.6664	6.705231	63	0	74
574056	5677	1636.685	7.400428	64	0	44
502648	5694	1194.784	7.085721	63	0	43
138473	5710	936.3569	6.841997	64	0	38
163984	5893	1029.448	6.936778	63	1	45
216555	5898	833.4075	6.725523	64	1	25
176138	5916	971.8833	6.879236	63	1	15
232605	5918	1080.495	6.985175	64	1	4
175016	5920	850.1951	6.745466	62	1	1
177204	5928	586.6847	6.374487	62	1	22
221009	5931	1014.101	6.921758	63	1	8
276094	5937	1286.492	7.159674	64	1	38
100651	5940	2026.104	7.61387	63	1	32
90277	5958	795.2804	6.678695	62	1	6
90277	5960	759.4221	6.632558	62	1	2
119982	5960	887.7623	6.788704	64	1	5
152565	5989	865.4746	6.763278	64	1	51
177178	6000	724.8642	6.585984	62	1	3
198127	6005	517.165	6.248362	63	1	15
198127	6008	528.3472	6.269754	63	1	58
191961	6013	1031.37	6.938643	63	1	31
253501	6013	498.608	6.21182	64	1	9
247980	6033	513.9916	6.242207	64	1	15
108929	6040	563.4948	6.334158	62	1	61
183566	6048	590.472	6.380922	62	1	1
243969	6048	632.2681	6.449314	64	1	3
243969	6052	552.7927	6.314983	64	1	13
176015	6061	608.9846	6.411793	63	1	32
222064	6067	1366.991	7.220367	63	1	6
222064	6070	1155.235	7.052059	63	1	52
222064	6073	794.0677	6.677169	63	1	18
293254	6076	507.2325	6.22897	64	1	1
82685	6084	688.3029	6.534229	63	1	1
109192	6087	570.2874	6.34614	64	1	7
82685	6089	591.91	6.383355	63	1	1
82685	6090	1000	6.907755	63	1	1
164038	6092	754.097	6.625521	62	1	16
165090	6092	792.9042	6.675703	63	1	45
218016	6095	1126	7.026427	64	1	9
154389	6096	513.9916	6.242207	62	1	2
173688	6111	873.3425	6.772328	62	1	1
174801	6111	371.1268	5.916543	63	1	1
104262	6125	2208.653	7.700138	63	1	41
245233	6130	1328.831	7.192055	64	1	6
91641	6133	697.9835	6.548195	62	1	22
92228	6133	622.2578	6.433354	63	1	12
121796	6133	968.1445	6.875381	64	1	15
121796	6139	762.1589	6.636155	64	1	13
183052	6145	781.7926	6.66159	62	1	1
153764	6156	590.2514	6.380548	62	1	24
171944	6162	1091.468	6.995279	63	1	10
170849	6165	1089.652	6.993614	62	1	29
160327	6166	308.3472	5.731226	62	1	9
160327	6170	559.355	6.326784	62	1	42
161355	6185	653.47	6.482296	63	1	33
149109	6198	300	5.703783	62	1	22
188995	6206	1807.201	7.499535	63	1	11
84486	6215	903.9795	6.806807	62	1	9
84486	6218	696.9343	6.546691	62	1	25
171405	6220	641.9691	6.46454	63	1	2
307479	6240	1111.636	7.013588	64	1	6
307479	6247	674.7141	6.514289	64	1	10
307343	6250	800	6.684612	63	1	10
305385	6252	903.8926	6.806711	62	1	27
170689	6278	625.4624	6.438491	63	1	7
75146	6286	779.428	6.65856	62	1	32
156465	6291	600	6.39693	63	1	3
83402	6299	969.2334	6.876505	62	1	48
83402	6309	343.5452	5.839319	62	1	4
83402	6313	950.7755	6.857278	62	1	21
159363	6339	689.6912	6.536244	63	1	8
210453	6339	485.3633	6.184898	64	1	1
182129	6346	1094.169	6.997751	63	1	15
240517	6346	590.269	6.380579	64	1	7
74972	6352	516.4258	6.246932	63	1	6
88769	6358	500.7592	6.216125	64	1	9
75565	6401	806.9731	6.69329	63	1	27
77608	6402	630.149	6.445956	63	1	58
82875	6411	973.1232	6.880511	63	1	79
82875	6414	562.0443	6.331581	63	1	2
109443	6418	682.4645	6.525711	64	1	2
154668	6432	1014.968	6.922612	63	1	2
167620	6440	1175.343	7.069315	62	1	14
219002	6448	557.3011	6.323106	64	1	4
165837	6452	942.4712	6.848505	63	1	6
219002	6461	782.4862	6.662476	64	1	23
70790	6467	1298.08	7.168642	63	1	27
81105	6475	510.9835	6.236337	62	1	3
81625	6475	531.1697	6.275082	63	1	22
107792	6475	538.0984	6.288042	64	1	1
107792	6482	446.7032	6.101894	64	1	16
81108	6492	437.7227	6.081586	63	1	4
81108	6503	894.0033	6.79571	63	1	38
248222	6506	679.9055	6.521954	62	1	32
65898	6513	1121.395	7.022328	62	1	8
65898	6516	817.9557	6.706808	62	1	21
67501	6575	562	6.331502	63	1	29
93428	6593	569.3774	6.344543	64	1	13
70297	6594	749.933	6.619984	62	1	15
70297	6597	2635.221	7.876722	62	1	82
74685	6598	663.0873	6.496907	63	1	11
74209	6603	425	6.052089	62	1	19
111892	6617	1663.352	7.41659	64	1	53
260235	6650	908.2212	6.811488	64	1	32
68241	6670	1045.484	6.952236	63	1	8
67807	6677	796.1337	6.679767	62	1	7
165225	6698	828.6936	6.719851	63	1	39
123917	6720	957.3812	6.864202	62	1	4
141226	6728	760.9503	6.634568	62	1	25
187697	6728	721.488	6.581316	64	1	32
142132	6731	1115.406	7.016974	63	1	29
378815	6759	715.6205	6.57315	64	1	2
378815	6760	835.0957	6.727546	64	1	7
150197	6761	952.2021	6.858778	62	1	1
171015	6769	1293.049	7.164758	62	1	18
124880	6819	1128.829	7.028936	64	1	12
199518	6837	1382.269	7.231481	62	1	29
235592	6839	531.2611	6.275254	64	1	28
178141	6844	1381.982	7.231274	62	1	64
179283	6849	1578.281	7.364092	63	1	78
181207	6859	816.9318	6.705555	63	1	42
180052	6859	803.2189	6.688627	62	1	32
180052	6863	834.6359	6.726995	62	1	35
180052	6865	930.8378	6.836085	62	1	36
181207	6868	1535.557	7.336648	63	1	12
105794	6881	1128.237	7.028411	64	1	16
259481	6897	1499.557	7.312925	64	1	22
196489	6897	643.1143	6.466322	63	1	10
268913	6902	743.1058	6.610838	62	1	24
270637	6903	1551.1	7.34672	63	1	1
270637	6909	665.9375	6.501196	63	1	17
270637	6912	1304.799	7.173804	63	1	6
218269	6946	630.0195	6.445751	64	1	6
81891	6969	555.9324	6.320647	63	1	23
178141	6971	720.8936	6.580492	62	1	4
150567	6996	1266.826	7.14427	63	1	47
150567	6998	965.6656	6.872818	63	1	37
142513	7003	566.9708	6.340308	62	1	38
189407	7003	1159.665	7.055886	64	1	21
66972	7008	742.7424	6.610349	63	1	27
115424	7069	874.9941	6.774217	64	1	10
87404	7078	560.9136	6.329567	63	1	13
115424	7078	450	6.109248	64	1	44
115424	7083	497.5134	6.209622	64	1	2
195324	7103	1042.862	6.949724	64	1	31
142513	7114	600	6.39693	62	1	77
189407	7119	1708.51	7.443377	64	1	90
143427	7125	1519.323	7.32602	63	1	19
153671	7139	3826.927	8.249818	63	1	13
278328	7151	1458.395	7.285092	63	1	15
364244	7165	1480.011	7.299805	64	1	17
112358	7170	720.9551	6.580577	62	1	13
237148	7185	1845.332	7.520414	62	1	84
159083	7187	580.395	6.363709	62	1	11
211430	7187	588.1016	6.3769	64	1	8
160103	7189	427.6151	6.058223	63	1	15
92644	7225	623.5501	6.435429	62	1	29
159573	7260	538.011	6.287879	64	1	13
117959	7264	829.9569	6.721374	63	1	23
117207	7266	704.9706	6.558156	62	1	19
117959	7267	1344.75	7.203964	63	1	9
234664	7275	663.3512	6.497304	63	1	20
233169	7278	655.8458	6.485926	62	1	19
173528	7300	642.9039	6.465995	63	1	5
284111	7317	556.2943	6.321297	64	1	49
215140	7319	1053.084	6.959478	63	1	5
175299	7325	574.6965	6.353842	63	1	2
178141	7368	2073.005	7.636755	62	1	77
179283	7368	1805.674	7.498689	63	1	95
236759	7371	2057.056	7.629031	64	1	33
178141	7377	542.7196	6.296593	62	1	1
236759	7381	789.6104	6.67154	64	1	8
186186	7386	772.3708	6.649465	62	1	45
247452	7399	1071.758	6.977056	64	1	77
187380	7400	1154.085	7.051064	63	1	46
161355	7403	686.6578	6.531836	63	1	1
247958	7434	690.9908	6.538126	62	1	14
83946	7455	991.1691	6.898885	63	1	2
179450	7458	542.1772	6.295593	62	1	4
171727	7465	733.8604	6.598319	63	1	4
226780	7469	1284.052	7.157776	64	1	4
233885	7482	1177.703	7.071321	62	1	12
235384	7482	1789.785	7.489851	63	1	10
310845	7482	1069.176	6.974644	64	1	25
310845	7491	1038.486	6.945519	64	1	35
235384	7493	787.4247	6.668768	63	1	22
164660	7505	788.8688	6.6706	62	1	9
161355	7517	659.7471	6.491857	63	1	7
160327	7521	828.8354	6.720022	62	1	23
161355	7521	601.3635	6.399199	63	1	21
160327	7526	679.6641	6.521599	62	1	5
192986	7547	1009.653	6.917362	62	1	1
192986	7548	935.5159	6.841098	62	1	1
192986	7552	1839.53	7.517265	62	1	98
220975	7566	666	6.50129	64	1	27
166265	7582	710.4208	6.565857	62	1	8
189407	7613	553.3378	6.315969	64	1	43
212724	7625	416.6095	6.032149	64	1	4
62624	7633	822.0732	6.711829	62	1	28
147994	7637	1950.698	7.575943	62	1	37
198723	7661	744.5775	6.612817	64	1	34
198723	7664	1479.12	7.299203	64	1	20
198723	7668	421.8614	6.044677	64	1	16
198723	7675	729.0008	6.591675	64	1	8
150480	7676	540.633	6.292741	63	1	73
149522	7680	532.4839	6.277553	62	1	7
274854	7688	1430.757	7.265959	64	1	32
189407	7694	688.2703	6.534182	64	1	2
142513	7697	1071.108	6.976449	62	1	37
143427	7697	1307.809	7.176108	63	1	32
78805	7699	703.7328	6.556399	62	1	10
111918	7709	675.6307	6.515646	64	1	10
84748	7712	541.6313	6.294586	63	1	13
111918	7712	524.5576	6.262555	64	1	5
307757	7800	1407.583	7.249629	64	1	27
231561	7801	591.5137	6.382685	62	1	1
147469	7810	567.1425	6.340611	62	1	21
159363	7839	427.4083	6.05774	63	1	1
168244	7847	712.605	6.568927	62	1	4
110900	7856	983.2139	6.890827	64	1	24
110900	7858	893.9113	6.795607	64	1	5
110900	7858	913.4933	6.817276	64	1	10
78924	7937	420.1224	6.040546	62	1	4
99994	8038	1566.312	7.356479	64	1	75
273269	8040	1511.112	7.320601	63	1	25
271528	8043	2218.591	7.704628	62	1	46
273269	8050	648.9809	6.475403	63	1	18
145591	8077	2015.166	7.608457	64	1	27
121104	8186	837.1772	6.730036	63	1	1
77111	8239	1945.427	7.573236	62	1	44
102485	8240	1556.71	7.35033	64	1	15
77111	8240	1485.58	7.30356	62	1	35
77111	8244	2028.703	7.615152	62	1	14
74932	8253	633.4105	6.451119	63	1	3
98955	8253	850	6.745236	64	1	15
168424	8414	711.6876	6.567639	62	1	17
78711	8420	870.5888	6.76917	63	1	24
103945	8422	630.5695	6.446623	64	1	15
169504	8433	882.6281	6.782904	63	1	8
200574	8440	473.5911	6.160344	62	1	11
208348	8475	567.3839	6.341036	64	1	13
208348	8479	1118.806	7.020017	64	1	5
157769	8502	731.7463	6.595434	63	1	5
81742	8535	592.9884	6.385175	63	1	23
89453	8551	714.3495	6.571373	64	1	28
239279	8559	846.0624	6.740593	64	1	27
228403	8568	847.6527	6.742471	64	1	1
73155	8573	930.9483	6.836204	62	1	2
97227	8573	493.2521	6.20102	64	1	9
72006	8579	1096.567	6.99994	63	1	13
71547	8586	1253.266	7.133508	62	1	33
131483	8596	708.5096	6.563164	64	1	21
230175	8599	745.1962	6.613647	64	1	9
88764	8604	1369.343	7.222086	63	1	22
157086	8616	1264.239	7.142225	63	1	25
157086	8617	1301.45	7.171234	63	1	12
157086	8623	1211.08	7.099268	63	1	37
207446	8627	668.2076	6.504599	64	1	4
157086	8627	681.6538	6.524522	63	1	1
90468	8630	601.0095	6.398611	64	1	4
68069	8632	1600.766	7.378238	62	1	21
123632	8652	1154.268	7.051222	64	1	12
93022	8652	612.4978	6.417545	62	1	4
93022	8660	913.6447	6.817442	62	1	13
93022	8665	889.5745	6.790743	62	1	13
93619	8669	2175.158	7.684856	63	1	4
93619	8670	1479.087	7.29918	63	1	19
162320	8691	637.8735	6.45814	62	1	1
215731	8697	1095.748	6.999192	64	1	27
66642	8786	779.7261	6.658943	63	1	17
71083	8970	515.087	6.244336	62	1	9
152565	8974	686.0933	6.531013	64	1	9
152565	8983	1502.307	7.314757	64	1	48
72810	8984	596.6429	6.391319	62	1	24
73277	8986	526.6953	6.266622	63	1	5
92228	9015	927.7559	6.832768	63	1	35
84486	9030	1149.54	7.047117	62	1	27
84486	9034	1716.774	7.448202	62	1	62
83402	9042	658.7336	6.490319	62	1	4
110846	9043	701.4989	6.553219	64	1	1
110846	9044	1872.384	7.534968	64	1	5
83937	9051	516.5359	6.247145	63	1	1
83937	9052	496.7896	6.208167	63	1	4
83402	9055	853.0001	6.74876	62	1	56
64726	9058	425.142	6.052423	62	1	16
86024	9058	450	6.109248	64	1	66
88769	9061	488.425	6.191186	64	1	7
83730	9072	719.209	6.578152	64	1	6
83730	9076	554.6594	6.318354	64	1	4
63404	9079	927.2124	6.832183	63	1	11
70339	9089	644.0068	6.46771	62	1	2
93484	9093	577.6121	6.358902	64	1	4
70790	9094	1427.86	7.263932	63	1	8
81105	9099	1777.16	7.482772	62	1	59
80592	9102	1056.914	6.963109	62	1	25
65898	9110	1063.995	6.969786	62	1	11
66320	9110	566.4647	6.339415	63	1	5
87581	9112	908.1371	6.811396	64	1	19
87581	9114	524.5576	6.262555	64	1	42
65898	9115	1334.516	7.196324	62	1	20
90604	9149	537.483	6.286897	64	1	1
67071	9155	469.3672	6.151385	62	1	62
100437	9166	483.5295	6.181112	63	1	10
70481	9180	623.9102	6.436007	62	1	2
98628	9197	488.1945	6.190714	64	1	7
84729	9215	755.4364	6.627295	63	1	34
84189	9237	4286.432	8.36321	62	1	50
67807	9285	501.8973	6.218396	62	1	2
100397	9295	886.8039	6.787624	63	1	32
165225	9306	2176.815	7.685618	63	1	3
218194	9309	693.35	6.541535	64	1	16
97838	9318	850.1951	6.745466	62	1	35
97838	9323	947.0131	6.853313	62	1	42
141226	9336	679.8295	6.521842	62	1	29
116003	9361	1162.376	7.058221	63	1	4
147839	9414	519.2963	6.252475	62	1	22
108145	9437	631.681	6.448385	64	1	11
81370	9441	696.4125	6.545942	62	1	30
87404	9513	1691.884	7.433598	63	1	36
79828	9568	569.3877	6.344562	63	1	15
79828	9571	942.424	6.848455	63	1	49
79828	9573	715.2541	6.572638	63	1	11
91040	9605	733.8106	6.598251	63	1	28
96469	9636	1049.325	6.955903	63	1	71
82802	9677	1479.685	7.299584	62	1	41
104736	9678	515.147	6.244452	64	1	8
78805	9679	1230.983	7.115568	62	1	38
84748	9688	784.8073	6.665438	63	1	12
84748	9689	1040.356	6.947318	63	1	56
122818	9760	1122.878	7.02365	63	1	47
83443	9769	1559.934	7.352399	62	1	6
89608	9825	784.42	6.664945	64	1	4
99994	9873	1299.221	7.16952	64	1	54
91017	9879	582.8105	6.367862	62	1	33
120966	9879	622.0941	6.433091	64	1	14
103387	9928	3046.895	8.021878	62	1	37
159928	9949	525	6.263398	64	1	4
120332	9950	499.1486	6.212904	62	1	13
121104	9950	685.5861	6.530274	63	1	9
73623	10082	865.8973	6.763766	62	1	5
117220	10114	1025.647	6.933079	64	1	32
88198	10115	894.1869	6.795915	62	1	12
81221	10126	737.2208	6.602887	62	1	3
107947	10133	686.3851	6.531439	64	1	4
67306	10137	758.9639	6.631954	62	1	27
72006	10153	700	6.55108	63	1	13
71547	10160	1233.989	7.118007	62	1	66
71547	10167	1043.703	6.95053	62	1	29
71547	10171	579.9434	6.36293	62	1	66
97219	10172	796.6311	6.680392	64	1	5
