sample_wgts	HHID_79	AvgHourlyWages_90to93	LogWage	yearborn	black	AFQT_Adj1
88764	10174	819.2361	6.708372	63	1	1
68506	10178	1374.561	7.22589	63	1	2
70905	10186	674.3054	6.513683	62	1	73
71360	10186	605.2762	6.405685	63	1	11
93619	10193	1252.016	7.13251	63	1	10
123632	10197	717.3154	6.575516	64	1	5
93022	10200	748.2805	6.617778	62	1	2
66218	10235	1624.72	7.393091	62	1	79
74972	10324	481.7356	6.177395	63	1	3
88769	10327	664.7322	6.499384	64	1	6
67220	10327	1205.631	7.094759	63	1	1
88769	10329	1634.175	7.398893	64	1	2
67220	10333	529.386	6.271718	63	1	5
82875	10337	631.4661	6.448044	63	1	6
63404	10338	881.8383	6.782009	63	1	5
83730	10338	1155.831	7.052575	64	1	43
124018	10362	1477.542	7.298135	63	1	58
81370	10391	663.0873	6.496907	62	1	3
79741	10412	776.201	6.654411	64	1	9
155775	10432	365.5453	5.90139	64	1	3
75821	10438	816.7481	6.705331	63	1	17
82802	10454	1804.381	7.497973	62	1	51
77843	10470	837.0815	6.729921	62	1	35
67855	10487	1394.708	7.24044	63	1	25
89608	10487	1050.396	6.956923	64	1	10
621025	11754	1463.85	7.288825	64	0	1
482208	11758	1536.161	7.337042	64	0	70
482208	11759	1768.851	7.478086	64	0	32
541253	11774	1458.555	7.285202	64	0	81
397983	11787	1623.949	7.392616	62	0	29
417273	11790	715.2516	6.572634	62	0	36
503392	11790	1607.884	7.382675	64	0	56
164258	11796	1013.737	6.921398	63	1	92
216916	11798	4350.049	8.377942	64	1	22
478223	11806	889.3948	6.790541	64	0	29
499438	11808	1084.809	6.989159	63	0	71
462570	11820	1532.729	7.334805	63	0	35
532999	11823	841.485	6.735168	63	0	35
189856	11825	993.7906	6.901526	63	1	1
188647	11830	718.6304	6.577347	62	1	3
195644	11836	1779.936	7.484333	62	1	4
195644	11840	1093.76	6.997376	62	1	27
154998	11848	942.3789	6.848407	63	1	10
468459	11875	941.7634	6.847754	63	0	58
468459	11879	626.5573	6.44024	63	0	37
614937	11888	750.8519	6.621209	64	0	53
514782	11893	2111.064	7.654947	62	0	95
488096	11897	724.5237	6.585515	63	0	94
476131	11920	1978.949	7.590321	63	0	73
103144	11924	1119.345	7.020499	62	0	82
613040	11927	569.5566	6.344858	63	0	17
111301	11939	663.3512	6.497304	63	0	27
571788	11941	672.5632	6.511096	64	0	25
448735	11942	861.5562	6.75874	63	0	46
146936	11950	486.3625	6.186954	63	1	5
488183	11955	1757.402	7.471591	63	0	47
803680	11962	916.3796	6.820431	64	0	79
157940	11991	1977.842	7.589761	63	1	59
545064	11994	790.5609	6.672743	62	0	48
657557	11997	1066.15	6.971809	64	0	11
581402	12001	1441.613	7.273518	62	0	94
165773	12007	803.4094	6.688864	63	1	19
462408	12009	753.7007	6.624995	63	0	47
459898	12013	1599.561	7.377484	62	0	49
554814	12013	943.5098	6.849607	64	0	66
432338	12019	1140.706	7.039402	62	0	57
520566	12023	1341.011	7.201179	64	0	66
532951	12031	1013.596	6.921259	62	0	61
119383	12039	702.3504	6.554432	64	0	22
378517	12041	1003.045	6.910796	62	0	13
418360	12043	649.1735	6.4757	62	0	1
418360	12044	797.1715	6.68107	62	0	34
407028	12065	1068.901	6.974386	62	0	41
518904	12069	1186.79	7.079008	64	0	62
494935	12074	1069.307	6.974766	64	0	52
504939	12075	2827.9	7.947289	62	0	96
447901	12088	1186.992	7.079178	64	0	47
110647	12090	1030.33	6.937634	63	0	44
555055	12092	611.0576	6.415191	64	0	47
363376	12100	1513.253	7.322017	62	0	51
460240	12104	886.6408	6.78744	64	0	62
413377	12112	900.8149	6.8033	62	0	18
453050	12116	1842.703	7.518989	63	0	72
180208	12129	629.4691	6.444877	64	1	27
498149	12137	568.7618	6.343462	64	0	21
74139	12156	1527.084	7.331115	62	1	26
98534	12156	956.5966	6.863382	64	1	2
248222	12162	1945.25	7.573146	62	1	74
199518	12183	1450.444	7.279625	62	1	58
265170	12183	1238.813	7.121909	64	1	1
199518	12185	726.9233	6.588821	62	1	5
172172	12200	656.4578	6.486858	64	1	13
181192	12226	905.2061	6.808163	63	1	9
130938	12256	1745.027	7.464525	62	1	24
73199	12259	2928.526	7.982255	62	1	87
99089	12514	640.5286	6.462294	62	1	8
